2011-06-21,8024
2011-06-20,8002
2011-06-19,7989
2011-06-18,7973
2011-06-17,7954
2011-06-16,7937
2011-06-15,7916
2011-06-14,7892
2011-06-13,7875
2011-06-12,7858
2011-06-11,7835
2011-06-10,7821
2011-06-09,7801
2011-06-08,7799
2011-06-07,7770
2011-06-06,7743
2011-06-05,7722
2011-06-04,7703
2011-06-03,7653
2011-06-02,7631
2011-06-01,7616
2011-05-31,7600
2011-05-30,7582
2011-05-29,7573
2011-05-28,7560
2011-05-27,7545
2011-05-26,7517
2011-05-25,7504
2011-05-24,7482
2011-05-23,7457
2011-05-22,7428
2011-05-21,7406
2011-05-20,7382
2011-05-19,7365
2011-05-18,7345
2011-05-17,7327
2011-05-16,7316
2011-05-15,7295
2011-05-14,7285
2011-05-13,7285
2011-05-12,7266
2011-05-11,7248
2011-05-10,7234
2011-05-09,7225
2011-05-08,7218
2011-05-07,7214
2011-05-06,7208
2011-05-05,7199
2011-05-04,7183
2011-05-03,7176
2011-05-02,7160
2011-05-01,7150
2011-04-30,7131
2011-04-29,7125
2011-04-28,7112
2011-04-27,7093
2011-04-26,7071
2011-04-25,7070
2011-04-24,7058
2011-04-23,7051
2011-04-22,7036
2011-04-21,7015
2011-04-20,6987
2011-04-19,6980
2011-04-18,6958
2011-04-17,6950
2011-04-16,6933
2011-04-15,6931
2011-04-14,6918
2011-04-13,6906
2011-04-12,6889
2011-04-11,6884
2011-04-10,6876
2011-04-09,6870
2011-04-08,6856
2011-04-07,6844
2011-04-06,6831
2011-04-05,6824
2011-04-03,6829
2011-04-02,6819
2011-04-01,6809
2011-03-31,6812
2011-03-30,6803
2011-03-29,6799
2011-03-28,6785
2011-03-27,6772
2011-03-26,6758
2011-03-25,6756
2011-03-24,6745
2011-03-23,6732
2011-03-22,6725
2011-03-21,6726
2011-03-20,6719
2011-03-19,6708
2011-03-18,6702
2011-03-17,6695
2011-03-16,6690
2011-03-15,6687
2011-03-14,6671
2011-03-13,6666
2011-03-12,6656
2011-03-11,6642
2011-03-10,6631
2011-03-09,6632
2011-03-08,6628
2011-03-07,6626
2011-03-06,6615
2011-03-05,6601
2011-03-04,6595
2011-03-03,6576
2011-03-02,6560
2011-03-01,6563
2011-02-28,6561
2011-02-27,6546
2011-02-26,6537
2011-02-25,6534
2011-02-24,6531
2011-02-23,6519
2011-02-22,6520
2011-02-21,6519
2011-02-20,6512
2011-02-19,6506
2011-02-18,6499
2011-02-17,6490
2011-02-16,6478
2011-02-15,6469
2011-02-14,6472
2011-02-13,6462
2011-02-12,6456
2011-02-11,6446
2011-02-10,6432
2011-02-09,6426
2011-02-08,6418
2011-02-07,6418
2011-02-06,6402
2011-02-05,6391
2011-02-04,6376
2011-02-03,6374
2011-02-02,6370
2011-02-01,6354
2011-01-31,6353
2011-01-30,6340
2011-01-29,6318
2011-01-28,6309
2011-01-27,6275
2011-01-26,6267
2011-01-25,6253
2011-01-24,6215
2011-01-23,6206
2011-01-22,6194
2011-01-21,6188
2011-01-20,6183
2011-01-19,6174
2011-01-18,6168
2011-01-17,6174
2011-01-16,6153
2011-01-15,6144
2011-01-14,6132
2011-01-13,6136
2011-01-12,6123
2011-01-11,6111
2011-01-10,6105
2011-01-09,6103
2011-01-08,6092
2011-01-07,6087
2011-01-06,6071
2011-01-05,6062
2011-01-04,6042
2011-01-03,6044
2011-01-02,6030
2011-01-01,6023
2010-12-31,6022
2010-12-30,6013
2010-12-29,6001
2010-12-28,5998
2010-12-27,5991
2010-12-26,5990
2010-12-25,5985
2010-12-24,5989
2010-12-23,5982
2010-12-22,5980
2010-12-21,5973
2010-12-20,5976
2010-12-19,5969
2010-12-18,5962
2010-12-17,5961
2010-12-16,5954
2010-12-15,5937
2010-12-12,5934
2010-12-11,5924
2010-12-10,5914
2010-12-09,5906
2010-12-08,5895
2010-12-07,5890
2010-12-06,5881
2010-12-05,5880
2010-12-04,5871
2010-12-03,5859
2010-12-02,5843
2010-12-01,5829
2010-11-30,5820
2010-11-29,5814
2010-11-28,5804
2010-11-27,5799
2010-11-26,5786
2010-11-25,5771
2010-11-24,5762
2010-11-23,5757
2010-11-22,5746
2010-11-21,5736
2010-11-20,5723
2010-11-19,5701
2010-11-18,5690
2010-11-17,5679
2010-11-16,5665
2010-11-15,5661
2010-11-14,5649
2010-11-13,5619
2010-11-12,5598
2010-11-11,5586
2010-11-10,5577
2010-11-09,5567
2010-11-08,5551
2010-11-07,5535
2010-11-06,5526
2010-11-05,5508
2010-11-04,5489
2010-11-03,5476
2010-11-02,5472
2010-11-01,5465
2010-10-31,5461
2010-10-30,5448
2010-10-29,5437
2010-10-28,5430
2010-10-26,5414
2010-10-19,5346
2010-10-18,5341
2010-10-16,5322
2010-10-15,5316
2010-10-14,5299
2010-10-13,5288
2010-10-12,5280
2010-10-11,5272
2010-10-10,5264
2010-10-09,5256
2010-10-08,5254
2010-10-07,5241
2010-10-06,5232
2010-10-05,5226
2010-10-04,5216
2010-10-03,5203
2010-10-02,5196
2010-10-01,5193
2010-09-30,5185
2010-09-29,5160
2010-09-28,5149
2010-09-27,5144
2010-09-26,5135
2010-09-25,5137
2010-09-24,5136
2010-09-23,5129
2010-09-22,5128
2010-09-21,5128
2010-09-20,5121
2010-09-19,5109
2010-09-18,5098
2010-09-17,5100
2010-09-16,5094
2010-09-15,5082
2010-09-14,5076
2010-09-13,5074
2010-09-12,5068
2010-09-11,5069
2010-09-10,5061
2010-09-09,5054
2010-09-08,5049
2010-09-06,5034
2010-09-05,5035
2010-09-04,5034
2010-09-03,5028
2010-09-02,5028
2010-09-01,5018
2010-08-31,5005
2010-08-30,4997
2010-08-29,4998
2010-08-28,4996
2010-08-27,4987
2010-08-26,4989
2010-08-25,4990
2010-08-24,4985
2010-08-23,4984
2010-08-22,4984
2010-08-21,4976
2010-08-20,4974
2010-08-19,4971
2010-08-18,4966
2010-08-17,4967
2010-08-16,4967
2010-08-15,4974
2010-08-14,4965
2010-08-13,4971
2010-08-12,4971
2010-06-18,4938
2010-06-17,4942
2010-06-16,4948
2010-06-15,4944
2010-06-14,4942
2010-06-13,4943
2010-06-12,4939
2010-06-11,4939
2010-06-10,4935
2010-06-09,4931
2010-06-08,4937
2010-06-07,4938
2010-06-06,4936
2010-06-05,4929
2010-06-04,4931
2010-06-03,4926
2010-06-02,4926
2010-06-01,4930
2010-05-31,4932
2010-05-30,4933
2010-05-29,4934
2010-05-27,4935
2010-05-26,4934
2010-05-25,4933
2010-05-24,4929
2010-05-23,4930
2010-05-22,4929
2010-05-21,4917
2010-05-20,4915
2010-05-17,4903
2010-05-16,4901
2010-05-15,4900
2010-05-14,4898
2010-05-12,4890
2010-05-11,4889
2010-05-07,4887
2010-05-05,4890
2010-05-04,4883
2010-05-03,4881
2010-05-02,4879
2010-05-01,4872
2010-04-30,4872
2010-04-29,4828
2010-04-28,4330
2010-04-26,3353
2010-04-25,2782
2010-04-24,2234
2010-04-23,1688
2010-04-22,1666
2010-04-21,1600
2010-04-20,1585
2010-04-19,1578
2010-04-18,1561
2010-04-17,1551
2010-04-16,1534
2010-04-15,1506
2010-04-14,1490
2010-04-12,1463
2010-04-11,1444
2010-04-10,1434
2010-04-09,1417
2010-04-08,1407
